,ACCIDENT_NO,VEHICLE_ID,VEHICLE_YEAR_MANUF,VEHICLE_DCA_CODE,INITIAL_DIRECTION,ROAD_SURFACE_TYPE,ROAD_SURFACE_TYPE_DESC,REG_STATE,VEHICLE_BODY_STYLE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_POWER,VEHICLE_TYPE,VEHICLE_TYPE_DESC,VEHICLE_WEIGHT,CONSTRUCTION_TYPE,FUEL_TYPE,NO_OF_WHEELS,NO_OF_CYLINDERS,SEATING_CAPACITY,TARE_WEIGHT,TOTAL_NO_OCCUPANTS,CARRY_CAPACITY,CUBIC_CAPACITY,FINAL_DIRECTION,DRIVER_INTENT,VEHICLE_MOVEMENT,TRAILER_TYPE,VEHICLE_COLOUR_1,VEHICLE_COLOUR_2,CAUGHT_FIRE,INITIAL_IMPACT,LAMPS,LEVEL_OF_DAMAGE,TOWED_AWAY_FLAG,TRAFFIC_CONTROL,TRAFFIC_CONTROL_DESC
177524,T20180020860,A,2009.0,2.0,E,1.0,Paved,V,WAGON,KIA,CARNIV,,2,Station Wagon,2850.0,R,P,4.0,4.0,8.0,2016.0,1.0,834.0,,E,3.0,3.0,H,SIL,ZZ,2.0,R,2.0,2,2.0,0.0,No control
177525,T20180020860,B,2008.0,1.0,E,1.0,Paved,V,WAGON,SUBARU,FOREST,,2,Station Wagon,,R,P,4.0,4.0,5.0,1480.0,1.0,,,E,3.0,3.0,H,GRY,ZZ,2.0,F,2.0,2,2.0,0.0,No control
177687,T20180021020,A,0.0,1.0,NW,1.0,Paved,,,,,,13,Bicycle,,,,,,,0.0,1.0,,,NW,1.0,1.0,H,ZZ,ZZ,0.0,F,0.0,1,2.0,0.0,No control
177688,T20180021020,B,2005.0,2.0,NW,1.0,Paved,V,WAGON,SUBARU,FOREST,,2,Station Wagon,,R,P,4.0,4.0,5.0,1405.0,0.0,,,NW,11.0,11.0,H,RED,ZZ,2.0,4,2.0,1,2.0,0.0,No control
177830,T20180021180,A,2004.0,1.0,SW,1.0,Paved,V,UTIL,HOLDEN,COMMOD,,4,Utility,2273.0,R,P,4.0,8.0,2.0,1586.0,1.0,687.0,,SW,1.0,7.0,H,SIL,ZZ,2.0,1,2.0,3,1.0,0.0,No control
177831,T20180021180,B,2008.0,2.0,NE,1.0,Paved,V,TRAY,NISSAN,NAVARA,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,,R,D,4.0,4.0,3.0,1610.0,2.0,,,NE,1.0,1.0,H,SIL,ZZ,2.0,1,2.0,2,2.0,0.0,No control
177832,T20180021180,C,0.0,8.0,SW,1.0,Paved,Z,,UNKN,,,99,Not Known,,,Z,,,,0.0,1.0,,,SW,1.0,1.0,H,WHI,ZZ,2.0,N,9.0,6,2.0,0.0,No control
177844,T20180021191,A,2009.0,2.0,NE,3.0,Gravel,V,SOLO,SUZUKI,VZR18,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,1793.0,NE,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,2,2.0,9.0,Roundabout
177845,T20180021191,B,2001.0,1.0,SE,3.0,Gravel,V,S WAG,SUBARU,OUTBAC,,2,Station Wagon,,R,P,4.0,4.0,5.0,1370.0,1.0,,,SE,1.0,1.0,H,WHI,ZZ,2.0,2,2.0,1,2.0,9.0,Roundabout
178403,T20180021777,A,2006.0,2.0,NE,3.0,Gravel,V,SEDAN,MAZDA,3,,1,Car,,R,P,4.0,4.0,5.0,1107.0,1.0,,,NE,3.0,13.0,H,GRY,ZZ,2.0,R,2.0,9,9.0,1.0,Stop-go lights
178404,T20180021777,B,2009.0,1.0,NE,3.0,Gravel,D,S WAG,JEEP,PATRIO,,2,Station Wagon,,,Z,,4.0,,0.0,2.0,,,NE,3.0,1.0,H,GRN,ZZ,2.0,F,2.0,9,2.0,1.0,Stop-go lights
178417,T20180021800,A,2004.0,8.0,W,1.0,Paved,V,WAGON,ROVER,DISCO,,2,Station Wagon,,R,D,4.0,5.0,5.0,2750.0,1.0,,,NK,1.0,17.0,H,WHI,ZZ,2.0,N,2.0,6,2.0,9.0,Roundabout
178418,T20180021800,B,2007.0,1.0,SW,1.0,Paved,V,SOLO,YAMAHA,XV1300,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,1300.0,SW,1.0,18.0,H,BLU,ZZ,2.0,9,2.0,6,2.0,9.0,Roundabout
178419,T20180021801,A,2005.0,1.0,W,1.0,Paved,V,SEDAN,HONDA,ACCORD,,1,Car,,R,P,4.0,4.0,5.0,1390.0,1.0,,,W,1.0,18.0,H,BLK,ZZ,2.0,5,2.0,5,1.0,0.0,No control
178420,T20180021801,B,2014.0,2.0,E,1.0,Paved,V,T SDS,MAZDA,BT-50,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,,R,D,4.0,4.0,5.0,1619.0,1.0,,,E,1.0,1.0,H,WHI,ZZ,2.0,5,2.0,5,1.0,0.0,No control
178498,T20180021880,A,2016.0,1.0,W,1.0,Paved,V,WAGON,FORD,EVERES,,2,Station Wagon,,R,D,4.0,5.0,7.0,2305.0,1.0,,,W,3.0,3.0,H,WHI,ZZ,2.0,7,2.0,1,2.0,9.0,Roundabout
178499,T20180021880,B,1996.0,2.0,S,1.0,Paved,V,SOLO,H DAV,SPORTS,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,1200.0,S,1.0,1.0,H,BLK,ZZ,2.0,4,2.0,1,2.0,9.0,Roundabout
178526,T20180021909,A,2003.0,1.0,NE,1.0,Paved,V,SEDAN,FORD,FOCUS,,1,Car,,R,P,4.0,4.0,5.0,1100.0,2.0,,,NE,2.0,2.0,H,GRN,ZZ,2.0,F,2.0,5,1.0,1.0,Stop-go lights
178527,T20180021909,B,2005.0,2.0,SW,1.0,Paved,V,WAGON,FORD,TERRIT,,2,Station Wagon,,R,M,4.0,6.0,5.0,1660.0,2.0,,,SW,1.0,1.0,H,SIL,ZZ,2.0,1,2.0,4,1.0,1.0,Stop-go lights
178955,T20180022341,A,2015.0,1.0,SW,1.0,Paved,V,SEDAN,SUZUKI,SWIFT,,1,Car,,R,P,4.0,4.0,5.0,980.0,2.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
178956,T20180022341,B,2018.0,2.0,SE,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,1805.0,R,P,4.0,4.0,5.0,1245.0,1.0,560.0,,SW,1.0,1.0,H,WHI,WHI,2.0,6,2.0,4,1.0,11.0,Giveway sign
179085,T20180022484,A,2007.0,1.0,SW,1.0,Paved,V,UTIL,MAZDA,BT50,,4,Utility,,R,D,4.0,4.0,3.0,1420.0,1.0,,,SW,1.0,18.0,H,GRY,ZZ,2.0,F,2.0,5,1.0,0.0,No control
179279,T20180022701,A,2009.0,1.0,NE,1.0,Paved,V,DC UTE,NISSAN,NAVARA,,4,Utility,2805.0,R,P,4.0,6.0,5.0,1870.0,1.0,935.0,,N,16.0,16.0,H,GRY,ZZ,2.0,9,2.0,5,1.0,0.0,No control
179512,T20180022928,A,0.0,2.0,S,1.0,Paved,Z,DC UTE,UNKN,,,4,Utility,,,Z,,,,0.0,2.0,,,S,15.0,15.0,B,ZZ,ZZ,2.0,N,2.0,6,2.0,0.0,No control
179513,T20180022928,B,2017.0,1.0,N,1.0,Paved,V,SEDAN,HYNDAI,I30,,1,Car,1850.0,R,P,4.0,4.0,5.0,1276.0,1.0,574.0,,N,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,3,9.0,0.0,No control
179697,T20180023134,A,2016.0,2.0,NE,1.0,Paved,V,WAGON,VOLKS,TIGUAN,,2,Station Wagon,,R,P,4.0,4.0,5.0,1450.0,1.0,,,NE,1.0,18.0,H,RED,ZZ,9.0,F,2.0,1,9.0,99.0,Unknown
179698,T20180023134,B,0.0,1.0,S,1.0,Paved,Z,SEDAN,HOLDEN,,,1,Car,,,Z,,,,0.0,1.0,,,S,1.0,1.0,H,ZZ,ZZ,9.0,N,9.0,9,9.0,99.0,Unknown
179874,T20180023302,A,2003.0,1.0,NE,3.0,Gravel,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1522.0,1.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
179875,T20180023302,B,2001.0,2.0,NE,3.0,Gravel,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,,NE,17.0,17.0,H,RED,ZZ,2.0,R,2.0,3,1.0,1.0,Stop-go lights
179876,T20180023302,C,2018.0,8.0,NE,3.0,Gravel,V,DC UTE,FORD,RANGER,,4,Utility,3200.0,R,D,4.0,5.0,5.0,2271.0,1.0,929.0,,NE,17.0,17.0,H,WHI,ZZ,2.0,R,2.0,6,2.0,1.0,Stop-go lights
179877,T20180023302,D,2016.0,8.0,NE,3.0,Gravel,V,SEDAN,CHRYS,300,,3,Taxi,,R,P,4.0,6.0,5.0,1838.0,2.0,,,NE,17.0,17.0,H,BLK,ZZ,2.0,R,2.0,6,2.0,1.0,Stop-go lights
180124,T20180023562,A,2016.0,1.0,W,1.0,Paved,V,SEDAN,KIA,CERATO,,1,Car,,R,P,4.0,4.0,5.0,1200.0,1.0,,,W,2.0,2.0,H,WHI,ZZ,2.0,6,2.0,5,1.0,11.0,Giveway sign
180125,T20180023562,B,2015.0,2.0,N,1.0,Paved,V,CARVN,FIAT,DUCATO,,5,Panel Van,4400.0,R,D,4.0,4.0,4.0,3668.0,1.0,732.0,,N,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,11.0,Giveway sign
180205,T20180023649,A,1999.0,2.0,SE,1.0,Paved,V,WAGON,HONDA,CRV,,2,Station Wagon,,R,P,4.0,4.0,5.0,1900.0,2.0,,,SE,2.0,1.0,H,SIL,ZZ,2.0,R,2.0,2,2.0,0.0,No control
180206,T20180023649,B,2005.0,1.0,SE,1.0,Paved,V,SED,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1500.0,2.0,,,SE,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,3,1.0,0.0,No control
180296,T20180023741,A,2017.0,2.0,E,1.0,Paved,V,SEDAN,HYNDAI,ACCENT,,1,Car,,R,P,4.0,4.0,5.0,1170.0,2.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,1,2.0,5,1.0,0.0,No control
180297,T20180023741,B,2011.0,1.0,N,1.0,Paved,V,SEDAN,TOYOTA,YARIS,,1,Car,,R,P,4.0,4.0,5.0,1040.0,2.0,,1300.0,N,1.0,1.0,H,RED,ZZ,2.0,F,2.0,5,1.0,0.0,No control
180306,T20180023752,B,2008.0,2.0,N,1.0,Paved,V,T SDS,IVECO,DAILY,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,4495.0,R,D,4.0,4.0,3.0,2560.0,2.0,1935.0,,N,2.0,2.0,H,WHI,ZZ,2.0,F,2.0,5,1.0,0.0,No control
180307,T20180023752,C,1997.0,1.0,S,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1400.0,2.0,,,S,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,5,1.0,0.0,No control
180634,T20180024087,A,2005.0,1.0,S,1.0,Paved,V,SEDAN,HOLDEN,STATE,,1,Car,,R,P,4.0,6.0,5.0,1545.0,2.0,,,S,1.0,1.0,H,SIL,ZZ,2.0,U,2.0,4,1.0,0.0,No control
180792,T20180024279,A,1963.0,1.0,NW,1.0,Paved,V,S WAG,HOLDEN,,,2,Station Wagon,,,Z,,,5.0,0.0,3.0,,,NW,2.0,2.0,H,WHI,ZZ,2.0,1,2.0,3,1.0,11.0,Giveway sign
180793,T20180024279,B,2004.0,2.0,SW,1.0,Paved,V,SEDAN,FORD,XR6,,1,Car,,R,P,4.0,6.0,5.0,1700.0,1.0,,,SW,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,3,1.0,0.0,No control
181071,T20190000067,A,2003.0,1.0,N,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1592.0,1.0,,3800.0,N,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,0.0,No control
181232,T20190000264,A,2005.0,1.0,S,1.0,Paved,V,WAGON,NISSAN,PATROL,,2,Station Wagon,3080.0,R,D,4.0,6.0,7.0,2530.0,3.0,550.0,,S,1.0,1.0,H,SIL,ZZ,2.0,1,2.0,3,1.0,11.0,Giveway sign
181233,T20190000264,B,2002.0,2.0,E,1.0,Paved,V,WAGON,TOYOTA,HI ACE,,2,Station Wagon,,R,M,4.0,4.0,4.0,1550.0,3.0,,2400.0,N,1.0,18.0,H,WHI,ZZ,2.0,8,2.0,4,1.0,0.0,No control
181325,T20190000365,A,1988.0,1.0,W,1.0,Paved,V,TRAY,MITSUB,FM515,,72,Heavy Vehicle (Rigid) > 4.5 Tonnes,14030.0,R,D,4.0,6.0,3.0,6400.0,1.0,7630.0,,W,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
181326,T20190000365,B,2015.0,2.0,N,1.0,Paved,V,WAGON,FORD,KUGA,,2,Station Wagon,,R,P,4.0,4.0,5.0,2132.0,2.0,,,N,1.0,1.0,H,WHI,ZZ,2.0,3,2.0,5,1.0,1.0,Stop-go lights
181327,T20190000365,C,2005.0,8.0,E,1.0,Paved,V,COUPE,HYNDAI,GETZ,,1,Car,,R,P,4.0,4.0,5.0,980.0,1.0,,,E,15.0,15.0,H,SIL,ZZ,2.0,2,2.0,3,1.0,1.0,Stop-go lights
181436,T20190000487,A,2014.0,1.0,S,1.0,Paved,V,SEDAN,HONDA,JAZZ,,1,Car,,R,P,4.0,4.0,5.0,1140.0,1.0,,,S,11.0,18.0,H,RED,ZZ,2.0,F,2.0,4,1.0,0.0,No control
181454,T20190000509,A,1979.0,1.0,SW,3.0,Gravel,V,SOLO,SUZUKI,FR80,,10,Motor Cycle,,,P,2.0,1.0,,0.0,1.0,,79.0,SW,1.0,18.0,H,RED,ZZ,2.0,1,2.0,1,2.0,0.0,No control
181520,T20190000572,A,1998.0,1.0,N,1.0,Paved,V,SEDAN,MITSUB,T/K97A,,1,Car,,R,P,4.0,6.0,5.0,1447.0,1.0,,3000.0,N,1.0,18.0,H,BLU,ZZ,2.0,1,2.0,4,1.0,1.0,Stop-go lights
181553,T20190000608,A,2006.0,1.0,SE,1.0,Paved,V,SEDAN,SUZUKI,SWIFT,,1,Car,,R,P,4.0,4.0,5.0,1007.0,2.0,,,SE,1.0,18.0,H,BLU,ZZ,2.0,5,2.0,5,1.0,0.0,No control
181604,T20190000653,A,2003.0,3.0,N,1.0,Paved,V,SEDAN,HOLDEN,ASTRA,,1,Car,,R,P,4.0,4.0,5.0,1250.0,1.0,,,N,1.0,1.0,H,SIL,ZZ,2.0,R,2.0,3,1.0,0.0,No control
181605,T20190000653,B,2016.0,1.0,N,1.0,Paved,V,WAGON,MAZDA,CX3,,2,Station Wagon,,R,P,4.0,4.0,5.0,1226.0,1.0,,,N,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,0.0,No control
181611,T20190000660,A,2002.0,2.0,N,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1550.0,1.0,,,N,3.0,15.0,H,RED,ZZ,2.0,R,2.0,2,2.0,9.0,Roundabout
181612,T20190000660,B,2013.0,1.0,N,1.0,Paved,V,WAGON,HOLDEN,CPTIVA,,2,Station Wagon,,R,P,4.0,4.0,5.0,1640.0,1.0,,,N,1.0,17.0,H,SIL,ZZ,2.0,F,2.0,1,2.0,9.0,Roundabout
181629,T20190000679,A,2006.0,1.0,S,1.0,Paved,V,S WAG,HOLDEN,VIVA,,2,Station Wagon,,R,P,4.0,4.0,5.0,1600.0,1.0,,,NK,1.0,18.0,H,SIL,ZZ,2.0,F,2.0,5,1.0,0.0,No control
182842,T20190001901,A,2001.0,1.0,S,1.0,Paved,V,UTIL,HOLDEN,RODEO,,4,Utility,2700.0,R,D,4.0,4.0,2.0,1700.0,1.0,1000.0,2800.0,S,4.0,4.0,H,GRY,ZZ,2.0,6,2.0,4,1.0,11.0,Giveway sign
182843,T20190001901,B,2013.0,2.0,W,1.0,Paved,V,SEDAN,FORD,,,1,Car,,R,P,4.0,4.0,5.0,1311.0,1.0,,,W,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,0.0,No control
182916,T20190001982,A,2009.0,1.0,W,1.0,Paved,V,DC UTE,NISSAN,NAVARA,,4,Utility,2805.0,R,D,4.0,4.0,5.0,1985.0,1.0,820.0,,NE,1.0,18.0,H,WHI,ZZ,2.0,F,9.0,5,2.0,0.0,No control
183143,T20190002247,A,2010.0,1.0,N,1.0,Paved,V,WAGON,FORD,TERRIT,,2,Station Wagon,,R,P,4.0,6.0,7.0,1932.0,1.0,,4000.0,N,1.0,1.0,H,SIL,ZZ,2.0,6,2.0,1,2.0,15.0,Other
183321,T20190002435,A,1993.0,2.0,NW,1.0,Paved,V,SEDAN,MAZDA,121,,1,Car,,R,P,4.0,4.0,5.0,850.0,1.0,,,NW,1.0,1.0,H,RED,ZZ,2.0,7,2.0,4,1.0,10.0,Stop sign
183322,T20190002435,B,2005.0,1.0,NW,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1350.0,1.0,,,NW,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,4,1.0,0.0,No control
183360,T20190002470,A,2016.0,2.0,N,1.0,Paved,V,WAGON,TOYOTA,LANDCR,,2,Station Wagon,3350.0,R,D,4.0,8.0,7.0,2630.0,1.0,720.0,,N,2.0,2.0,H,WHI,ZZ,2.0,R,2.0,1,2.0,0.0,No control
183361,T20190002470,B,1994.0,1.0,N,1.0,Paved,V,SOLO,H DAV,FXD,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,1340.0,N,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,2,2.0,0.0,No control
183695,T20190002796,A,2004.0,1.0,W,9.0,Not known,V,SEDAN,MAZDA,3 NEO,,1,Car,,R,P,4.0,4.0,5.0,1244.0,1.0,,,W,16.0,16.0,H,GRN,ZZ,9.0,F,2.0,9,9.0,99.0,Unknown
183782,T20190002874,A,0.0,1.0,W,1.0,Paved,N,VAN,NISSAN,E24 BU,,5,Panel Van,,,Z,,4.0,10.0,1530.0,4.0,,,SW,1.0,1.0,H,WHI,ZZ,2.0,F,9.0,5,1.0,10.0,Stop sign
183783,T20190002874,B,2015.0,2.0,S,1.0,Paved,V,WAGON,MAZDA,CX-3,,2,Station Wagon,,R,P,4.0,4.0,5.0,1226.0,1.0,,,SW,1.0,18.0,H,WHI,ZZ,2.0,7,9.0,5,1.0,0.0,No control
183790,T20190002879,A,2012.0,3.0,NW,1.0,Paved,V,SOLO,KAWASA,EX300,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,300.0,NW,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,5,1.0,1.0,Stop-go lights
183791,T20190002879,B,2009.0,3.0,E,1.0,Paved,V,WAGON,HOLDEN,CAPTIV,,2,Station Wagon,,R,P,4.0,6.0,7.0,1805.0,1.0,,3200.0,E,2.0,2.0,H,SIL,ZZ,2.0,3,2.0,1,1.0,1.0,Stop-go lights
183793,T20190002883,A,2002.0,1.0,S,1.0,Paved,V,UTIL,FORD,FALCON,,4,Utility,2740.0,R,G,4.0,6.0,2.0,1660.0,2.0,1080.0,4000.0,S,99.0,1.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,0.0,No control
183794,T20190002883,B,2016.0,2.0,NK,1.0,Paved,V,WAGON,MAZDA,CX5,,2,Station Wagon,,R,P,4.0,4.0,5.0,1486.0,0.0,,,NK,11.0,11.0,H,BLK,ZZ,2.0,R,2.0,2,2.0,0.0,No control
183808,T20190002904,A,2007.0,1.0,S,1.0,Paved,V,SEDAN,SUZUKI,SWIFT,,1,Car,,R,P,4.0,4.0,5.0,1050.0,1.0,,,S,2.0,2.0,H,BLK,ZZ,2.0,5,0.0,4,1.0,0.0,No control
183809,T20190002904,B,2007.0,2.0,N,1.0,Paved,V,SEDAN,HYNDAI,GETZ,,1,Car,,R,P,4.0,4.0,5.0,1075.0,2.0,,,N,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,4,1.0,0.0,No control
183939,T20190003052,A,2008.0,1.0,NW,1.0,Paved,V,SEDAN,NISSAN,TIIDA,,1,Car,,R,P,4.0,4.0,5.0,1124.0,2.0,,,NW,17.0,1.0,H,GLD,ZZ,2.0,F,2.0,2,2.0,9.0,Roundabout
183940,T20190003052,B,2010.0,2.0,NW,1.0,Paved,V,UTIL,MITSUB,TRITON,,4,Utility,2930.0,R,D,4.0,4.0,2.0,1648.0,1.0,1282.0,,NW,17.0,17.0,H,WHI,ZZ,2.0,R,2.0,1,2.0,9.0,Roundabout
184047,T20190003163,A,2008.0,1.0,SW,1.0,Paved,V,WAGON,HYNDAI,IMAX,,2,Station Wagon,,R,P,4.0,4.0,8.0,2171.0,2.0,,,NK,5.0,5.0,H,SIL,ZZ,2.0,1,2.0,1,2.0,0.0,No control
184048,T20190003163,B,2015.0,2.0,SW,1.0,Paved,V,SEDAN,VOLKS,GOLF,,1,Car,,R,P,4.0,4.0,5.0,1435.0,1.0,,,NK,1.0,1.0,H,WHI,ZZ,2.0,8,2.0,1,9.0,0.0,No control
184082,T20190003201,A,2017.0,1.0,SE,1.0,Paved,V,WAGON,B M W,X1 XDR,,2,Station Wagon,,R,P,4.0,4.0,5.0,1501.0,1.0,,,SE,2.0,2.0,H,BLK,ZZ,2.0,7,2.0,1,9.0,1.0,Stop-go lights
184083,T20190003201,B,2002.0,2.0,NW,1.0,Paved,V,SEDAN,HYNDAI,ACCENT,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,NW,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,4,1.0,1.0,Stop-go lights
184122,T20190003231,A,1985.0,1.0,NE,1.0,Paved,V,WAGON,TOYOTA,LANDCR,,2,Station Wagon,2730.0,R,P,4.0,4.0,6.0,1950.0,1.0,780.0,,NE,17.0,1.0,H,FWN,ZZ,2.0,F,2.0,4,1.0,11.0,Giveway sign
184187,T20190003293,A,2013.0,8.0,S,1.0,Paved,V,WAGON,KIA,SPTAGE,,2,Station Wagon,,R,P,4.0,4.0,5.0,1688.0,1.0,,,S,2.0,15.0,H,SIL,ZZ,2.0,R,2.0,2,2.0,0.0,No control
184188,T20190003293,B,2005.0,2.0,S,1.0,Paved,V,SEDAN,MAZDA,6,,1,Car,,R,P,4.0,4.0,5.0,1347.0,2.0,,,S,1.0,15.0,H,BLK,ZZ,2.0,R,2.0,4,1.0,0.0,No control
184189,T20190003293,C,2000.0,1.0,S,1.0,Paved,V,SEDAN,FORD,XR6,,1,Car,,R,P,4.0,6.0,5.0,1455.0,1.0,,,S,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,3,1.0,0.0,No control
184248,T20190003360,A,0.0,2.0,N,1.0,Paved,,,,,,13,Bicycle,,,,,,,0.0,1.0,,,N,1.0,1.0,H,ZZ,ZZ,0.0,8,1.0,1,1.0,0.0,No control
184249,T20190003360,B,2018.0,1.0,E,1.0,Paved,V,WAGON,KIA,SORENT,,2,Station Wagon,,R,D,4.0,4.0,7.0,1985.0,1.0,,,E,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,6,2.0,0.0,No control
184252,T20190003368,A,1990.0,1.0,NE,1.0,Paved,V,SEDAN,NISSAN,SKYLIN,,1,Car,,R,P,4.0,6.0,5.0,1350.0,1.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,5,2.0,1,2.0,0.0,No control
184369,T20190003465,A,1999.0,1.0,N,1.0,Paved,V,SEDAN,SUBARU,IMPREZ,,1,Car,,R,P,4.0,4.0,5.0,1300.0,1.0,,,N,3.0,3.0,H,SIL,ZZ,2.0,F,2.0,6,2.0,11.0,Giveway sign
184802,T20190003881,A,2008.0,1.0,W,1.0,Paved,V,WAGON,FORD,TERRIT,,2,Station Wagon,,R,P,4.0,6.0,5.0,2005.0,1.0,,,W,1.0,6.0,H,GRN,ZZ,2.0,1,2.0,4,9.0,0.0,No control
184803,T20190003881,B,2000.0,2.0,E,1.0,Paved,V,DC UTE,MAZDA,B2500,,4,Utility,2845.0,R,P,4.0,4.0,5.0,1200.0,1.0,1645.0,,E,1.0,1.0,H,WHI,ZZ,2.0,5,2.0,4,1.0,0.0,No control
184900,T20190003973,A,2013.0,1.0,W,1.0,Paved,V,WAGON,TOYOTA,RAV412,,2,Station Wagon,,R,P,4.0,4.0,5.0,1485.0,1.0,,2000.0,W,10.0,2.0,H,GRN,ZZ,2.0,F,2.0,6,2.0,0.0,No control
185010,T20190004088,A,1999.0,1.0,N,1.0,Paved,V,UTIL,TOYOTA,HILUX,,4,Utility,,R,D,4.0,4.0,4.0,1450.0,7.0,,,N,1.0,1.0,H,WHI,ZZ,2.0,9,2.0,6,2.0,0.0,No control
185190,T20190004277,A,2004.0,1.0,S,1.0,Paved,V,S WAG,HOLDEN,ACCLAI,,2,Station Wagon,,R,P,4.0,6.0,5.0,1519.0,2.0,,,S,2.0,2.0,H,SIL,ZZ,2.0,1,2.0,3,1.0,11.0,Giveway sign
185191,T20190004277,B,2006.0,2.0,NE,1.0,Paved,V,SED,HOLDEN,EXEC,,2,Station Wagon,,R,P,4.0,6.0,5.0,1400.0,4.0,,,NK,1.0,1.0,H,RED,ZZ,2.0,1,0.0,3,1.0,0.0,No control
185414,T20190004527,A,2013.0,1.0,SE,1.0,Paved,V,SOLO,HONDA,CBR250,,10,Motor Cycle,,,P,2.0,1.0,,0.0,1.0,,250.0,SE,99.0,18.0,H,RED,ZZ,2.0,F,9.0,1,2.0,0.0,No control
185415,T20190004527,B,2016.0,8.0,NK,1.0,Paved,V,SOLO,HONDA,NC750X,,10,Motor Cycle,,,P,2.0,2.0,,0.0,0.0,,750.0,NK,11.0,11.0,H,RED,SIL,2.0,R,0.0,2,2.0,0.0,No control
185435,T20190004544,A,1995.0,1.0,N,1.0,Paved,V,SEDAN,HYNDAI,EXCEL,,1,Car,,R,P,4.0,4.0,5.0,950.0,1.0,,,S,1.0,1.0,H,GRN,ZZ,2.0,6,2.0,3,1.0,11.0,Giveway sign
185436,T20190004544,B,2015.0,2.0,E,1.0,Paved,V,SEDAN,HYNDAI,I20,,1,Car,,R,P,4.0,4.0,5.0,1110.0,1.0,,,NE,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,4,1.0,0.0,No control
185586,T20190004692,A,2008.0,1.0,NW,3.0,Gravel,V,SOLO,DUCATI,M696+,,10,Motor Cycle,,,P,2.0,2.0,,0.0,1.0,,696.0,NW,2.0,3.0,H,RED,BLK,2.0,N,2.0,6,2.0,0.0,No control
185608,T20190004709,A,2012.0,1.0,W,2.0,Unpaved,V,SOLO,K T M,450EXC,,10,Motor Cycle,,,P,2.0,1.0,,0.0,1.0,,450.0,W,1.0,18.0,H,WHI,ZZ,2.0,N,2.0,6,2.0,0.0,No control
185615,T20190004718,A,2004.0,1.0,SW,1.0,Paved,V,SEDAN,FORD,FUTURA,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,,SW,1.0,18.0,H,RED,ZZ,2.0,5,2.0,5,1.0,0.0,No control
185616,T20190004718,B,1990.0,2.0,SW,1.0,Paved,V,COUPE,TOYOTA,SECA,,1,Car,1350.0,R,P,4.0,4.0,5.0,1050.0,0.0,300.0,,SW,11.0,11.0,H,GRN,ZZ,2.0,4,2.0,4,1.0,0.0,No control
